Ticker;Maturity;AdjstdQt;Data_Referencia
DI1F38;04/01/2038;18130.64;11/03/2025
DI1F39;03/01/2039;15668.94;11/03/2025
DI1F40;02/01/2040;13835.82;11/03/2025
DI1J25;01/04/2025;99287.98;12/03/2025
DI1K25;02/05/2025;98249.32;12/03/2025
DI1M25;02/06/2025;97145.82;12/03/2025
DI1N25;01/07/2025;96098.96;12/03/2025
DI1Q25;01/08/2025;94897.26;12/03/2025
DI1U25;01/09/2025;93804.09;12/03/2025
DI1V25;01/10/2025;92669.26;12/03/2025
DI1X25;03/11/2025;91500.58;12/03/2025
DI1Z25;01/12/2025;90543.15;12/03/2025
DI1F26;02/01/2026;89433.97;12/03/2025
DI1G26;02/02/2026;88395.31;12/03/2025
DI1H26;02/03/2026;87514.88;12/03/2025
DI1J26;01/04/2026;86464.9;12/03/2025
DI1N26;01/07/2026;83654.31;12/03/2025
DI1V26;01/10/2026;80833.84;12/03/2025
DI1F27;04/01/2027;78232.53;12/03/2025
DI1J27;01/04/2027;75779.68;12/03/2025
DI1N27;01/07/2027;73302.64;12/03/2025
DI1V27;01/10/2027;70801.28;12/03/2025
DI1F28;03/01/2028;68440.77;12/03/2025
DI1J28;03/04/2028;66151.63;12/03/2025
DI1N28;03/07/2028;63967.93;12/03/2025
DI1V28;02/10/2028;61745.62;12/03/2025
DI1F29;02/01/2029;59767.55;12/03/2025
DI1J29;02/04/2029;57794.02;12/03/2025
DI1N29;02/07/2029;55812.61;12/03/2025
DI1V29;01/10/2029;53862.63;12/03/2025
DI1F30;02/01/2030;52045.07;12/03/2025
DI1N30;01/07/2030;48618.26;12/03/2025
DI1F31;02/01/2031;45262.52;12/03/2025
DI1F32;02/01/2032;39391.9;12/03/2025
DI1F33;03/01/2033;34369.42;12/03/2025
DI1F34;02/01/2034;30068.17;12/03/2025
DI1F35;02/01/2035;26286.73;12/03/2025
DI1F36;02/01/2036;23104.51;12/03/2025
DI1F37;02/01/2037;20237.79;12/03/2025
DI1F38;04/01/2038;17826.2;12/03/2025
DI1F39;03/01/2039;15385.11;12/03/2025
DI1F40;02/01/2040;13566.44;12/03/2025
DI1J25;01/04/2025;99337.0;13/03/2025
DI1K25;02/05/2025;98298.0;13/03/2025
DI1M25;02/06/2025;97194.24;13/03/2025
DI1N25;01/07/2025;96146.75;13/03/2025
DI1Q25;01/08/2025;94944.48;13/03/2025
DI1U25;01/09/2025;93848.39;13/03/2025
DI1V25;01/10/2025;92713.92;13/03/2025
DI1X25;03/11/2025;91543.95;13/03/2025
DI1Z25;01/12/2025;90587.75;13/03/2025
DI1F26;02/01/2026;89477.65;13/03/2025
DI1G26;02/02/2026;88443.57;13/03/2025
DI1H26;02/03/2026;87568.62;13/03/2025
DI1J26;01/04/2026;86520.9;13/03/2025
DI1N26;01/07/2026;83748.13;13/03/2025
DI1V26;01/10/2026;80962.07;13/03/2025
DI1F27;04/01/2027;78399.01;13/03/2025
DI1J27;01/04/2027;75966.29;13/03/2025
DI1N27;01/07/2027;73531.29;13/03/2025
DI1V27;01/10/2027;71060.14;13/03/2025
DI1F28;03/01/2028;68735.51;13/03/2025
DI1J28;03/04/2028;66458.87;13/03/2025
DI1N28;03/07/2028;64295.19;13/03/2025
DI1V28;02/10/2028;62075.71;13/03/2025
DI1F29;02/01/2029;60114.37;13/03/2025
DI1J29;02/04/2029;58159.13;13/03/2025
DI1N29;02/07/2029;56170.62;13/03/2025
DI1V29;01/10/2029;54222.69;13/03/2025
DI1F30;02/01/2030;52416.66;13/03/2025
DI1N30;01/07/2030;48987.07;13/03/2025
DI1F31;02/01/2031;45643.9;13/03/2025
DI1F32;02/01/2032;39763.76;13/03/2025
DI1F33;03/01/2033;34729.9;13/03/2025
DI1F34;02/01/2034;30433.81;13/03/2025
DI1F35;02/01/2035;26652.26;13/03/2025
DI1F36;02/01/2036;23457.47;13/03/2025
DI1F37;02/01/2037;20575.16;13/03/2025
DI1F38;04/01/2038;18147.93;13/03/2025
DI1F39;03/01/2039;15683.85;13/03/2025
DI1F40;02/01/2040;13848.8;13/03/2025
DI1J25;01/04/2025;99385.68;14/03/2025
DI1K25;02/05/2025;98346.52;14/03/2025
DI1M25;02/06/2025;97242.25;14/03/2025
DI1N25;01/07/2025;96194.89;14/03/2025
DI1Q25;01/08/2025;94990.21;14/03/2025
DI1U25;01/09/2025;93896.99;14/03/2025
DI1V25;01/10/2025;92760.01;14/03/2025
DI1X25;03/11/2025;91587.94;14/03/2025
DI1Z25;01/12/2025;90624.48;14/03/2025
DI1F26;02/01/2026;89514.49;14/03/2025
DI1G26;02/02/2026;88471.3;14/03/2025
DI1H26;02/03/2026;87592.28;14/03/2025
DI1J26;01/04/2026;86546.86;14/03/2025
DI1N26;01/07/2026;83749.44;14/03/2025
DI1V26;01/10/2026;80945.68;14/03/2025
DI1F27;04/01/2027;78367.47;14/03/2025
DI1J27;01/04/2027;75940.94;14/03/2025
DI1N27;01/07/2027;73501.62;14/03/2025
DI1V27;01/10/2027;71042.79;14/03/2025
DI1F28;03/01/2028;68718.47;14/03/2025
DI1J28;03/04/2028;66443.05;14/03/2025
DI1N28;03/07/2028;64285.22;14/03/2025
DI1V28;02/10/2028;62072.45;14/03/2025
DI1F29;02/01/2029;60116.77;14/03/2025
DI1J29;02/04/2029;58159.63;14/03/2025
DI1N29;02/07/2029;56169.33;14/03/2025
DI1V29;01/10/2029;54221.84;14/03/2025
DI1F30;02/01/2030;52416.52;14/03/2025
DI1N30;01/07/2030;49006.74;14/03/2025
DI1F31;02/01/2031;45636.41;14/03/2025
DI1F32;02/01/2032;39766.5;14/03/2025
DI1F33;03/01/2033;34734.55;14/03/2025
DI1F34;02/01/2034;30440.9;14/03/2025
DI1F35;02/01/2035;26643.94;14/03/2025
DI1F36;02/01/2036;23448.05;14/03/2025
DI1F37;02/01/2037;20565.06;14/03/2025
DI1F38;04/01/2038;18137.4;14/03/2025
DI1F39;03/01/2039;15673.46;14/03/2025
DI1F40;02/01/2040;13838.37;14/03/2025
DI1J25;01/04/2025;99434.18;17/03/2025
DI1K25;02/05/2025;98394.48;17/03/2025
DI1M25;02/06/2025;97288.66;17/03/2025
DI1N25;01/07/2025;96238.33;17/03/2025
DI1Q25;01/08/2025;95032.0;17/03/2025
DI1U25;01/09/2025;93937.35;17/03/2025
DI1V25;01/10/2025;92799.53;17/03/2025
DI1X25;03/11/2025;91628.44;17/03/2025
DI1Z25;01/12/2025;90671.53;17/03/2025
DI1F26;02/01/2026;89563.97;17/03/2025
DI1G26;02/02/2026;88527.2;17/03/2025
DI1H26;02/03/2026;87651.93;17/03/2025
DI1J26;01/04/2026;86606.05;17/03/2025
DI1N26;01/07/2026;83833.67;17/03/2025
DI1V26;01/10/2026;81055.04;17/03/2025
DI1F27;04/01/2027;78516.43;17/03/2025
DI1J27;01/04/2027;76113.8;17/03/2025
DI1N27;01/07/2027;73709.59;17/03/2025
DI1V27;01/10/2027;71271.74;17/03/2025
DI1F28;03/01/2028;68995.15;17/03/2025
DI1J28;03/04/2028;66742.07;17/03/2025
DI1N28;03/07/2028;64602.31;17/03/2025
DI1V28;02/10/2028;62403.68;17/03/2025
DI1F29;02/01/2029;60447.1;17/03/2025
DI1J29;02/04/2029;58489.56;17/03/2025
DI1N29;02/07/2029;56508.08;17/03/2025
DI1V29;01/10/2029;54560.16;17/03/2025
DI1F30;02/01/2030;52753.04;17/03/2025
DI1N30;01/07/2030;49319.35;17/03/2025
DI1F31;02/01/2031;45955.87;17/03/2025
DI1F32;02/01/2032;40075.43;17/03/2025
DI1F33;03/01/2033;35029.84;17/03/2025
DI1F34;02/01/2034;30723.96;17/03/2025
DI1F35;02/01/2035;26897.45;17/03/2025
DI1F36;02/01/2036;23692.7;17/03/2025
DI1F37;02/01/2037;20798.83;17/03/2025
DI1F38;04/01/2038;18360.31;17/03/2025
DI1F39;03/01/2039;15880.49;17/03/2025
DI1F40;02/01/2040;14034.07;17/03/2025
DI1J25;01/04/2025;99482.89;18/03/2025
DI1K25;02/05/2025;98442.79;18/03/2025
DI1M25;02/06/2025;97336.3;18/03/2025
DI1N25;01/07/2025;96284.61;18/03/2025
DI1Q25;01/08/2025;95079.27;18/03/2025
DI1U25;01/09/2025;93986.14;18/03/2025
DI1V25;01/10/2025;92850.68;18/03/2025
DI1X25;03/11/2025;91681.76;18/03/2025
DI1Z25;01/12/2025;90725.36;18/03/2025
DI1F26;02/01/2026;89619.08;18/03/2025
DI1G26;02/02/2026;88586.47;18/03/2025
DI1H26;02/03/2026;87712.97;18/03/2025
DI1J26;01/04/2026;86669.9;18/03/2025
DI1N26;01/07/2026;83909.31;18/03/2025
DI1V26;01/10/2026;81151.16;18/03/2025
DI1F27;04/01/2027;78614.95;18/03/2025
DI1J27;01/04/2027;76221.87;18/03/2025
DI1N27;01/07/2027;73830.97;18/03/2025
DI1V27;01/10/2027;71423.38;18/03/2025
DI1F28;03/01/2028;69167.96;18/03/2025
DI1J28;03/04/2028;66935.32;18/03/2025
DI1N28;03/07/2028;64807.17;18/03/2025
DI1V28;02/10/2028;62625.99;18/03/2025
DI1F29;02/01/2029;60674.84;18/03/2025
DI1J29;02/04/2029;58736.55;18/03/2025
DI1N29;02/07/2029;56763.98;18/03/2025
DI1V29;01/10/2029;54820.27;18/03/2025
DI1F30;02/01/2030;53003.31;18/03/2025
DI1N30;01/07/2030;49588.32;18/03/2025
DI1F31;02/01/2031;46235.6;18/03/2025
DI1F32;02/01/2032;40358.12;18/03/2025
DI1F33;03/01/2033;35282.17;18/03/2025
DI1F34;02/01/2034;30976.46;18/03/2025
DI1F35;02/01/2035;27146.47;18/03/2025
DI1F36;02/01/2036;23933.2;18/03/2025
DI1F37;02/01/2037;21028.84;18/03/2025
DI1F38;04/01/2038;18579.81;18/03/2025
DI1F39;03/01/2039;16084.52;18/03/2025
DI1F40;02/01/2040;14227.11;18/03/2025
DI1J25;01/04/2025;99531.73;19/03/2025
DI1K25;02/05/2025;98491.22;19/03/2025
DI1M25;02/06/2025;97386.32;19/03/2025
DI1N25;01/07/2025;96335.5;19/03/2025
DI1Q25;01/08/2025;95127.56;19/03/2025
DI1U25;01/09/2025;94038.32;19/03/2025
DI1V25;01/10/2025;92905.34;19/03/2025
DI1X25;03/11/2025;91737.09;19/03/2025
DI1Z25;01/12/2025;90783.1;19/03/2025
DI1F26;02/01/2026;89680.99;19/03/2025
DI1G26;02/02/2026;88648.39;19/03/2025
DI1H26;02/03/2026;87773.96;19/03/2025
DI1J26;01/04/2026;86733.68;19/03/2025
DI1N26;01/07/2026;83980.16;19/03/2025
DI1V26;01/10/2026;81220.99;19/03/2025
DI1F27;04/01/2027;78688.85;19/03/2025
DI1J27;01/04/2027;76304.23;19/03/2025
DI1N27;01/07/2027;73917.05;19/03/2025
DI1V27;01/10/2027;71514.87;19/03/2025
DI1F28;03/01/2028;69280.17;19/03/2025
DI1J28;03/04/2028;67061.17;19/03/2025
DI1N28;03/07/2028;64939.78;19/03/2025
DI1V28;02/10/2028;62769.31;19/03/2025
DI1F29;02/01/2029;60834.96;19/03/2025
DI1J29;02/04/2029;58889.22;19/03/2025
DI1N29;02/07/2029;56914.66;19/03/2025
DI1V29;01/10/2029;54972.78;19/03/2025
DI1F30;02/01/2030;53172.69;19/03/2025
DI1N30;01/07/2030;49764.97;19/03/2025
DI1F31;02/01/2031;46388.35;19/03/2025
DI1F32;02/01/2032;40482.26;19/03/2025
DI1F33;03/01/2033;35413.6;19/03/2025
DI1F34;02/01/2034;31066.52;19/03/2025
DI1F35;02/01/2035;27244.25;19/03/2025
DI1F36;02/01/2036;24026.88;19/03/2025
DI1F37;02/01/2037;21117.83;19/03/2025
DI1F38;04/01/2038;18664.25;19/03/2025
DI1F39;03/01/2039;16162.69;19/03/2025
DI1F40;02/01/2040;14300.75;19/03/2025
DI1J25;01/04/2025;99580.63;20/03/2025
DI1K25;02/05/2025;98539.61;20/03/2025
DI1M25;02/06/2025;97426.82;20/03/2025
DI1N25;01/07/2025;96365.68;20/03/2025
DI1Q25;01/08/2025;95144.7;20/03/2025
DI1U25;01/09/2025;94041.2;20/03/2025
DI1V25;01/10/2025;92897.46;20/03/2025
DI1X25;03/11/2025;91717.66;20/03/2025
DI1Z25;01/12/2025;90747.96;20/03/2025
DI1F26;02/01/2026;89628.05;20/03/2025
DI1G26;02/02/2026;88582.16;20/03/2025
DI1H26;02/03/2026;87699.15;20/03/2025
DI1J26;01/04/2026;86640.74;20/03/2025
DI1N26;01/07/2026;83828.19;20/03/2025
DI1V26;01/10/2026;81006.6;20/03/2025
DI1F27;04/01/2027;78421.05;20/03/2025
DI1J27;01/04/2027;75977.27;20/03/2025
DI1N27;01/07/2027;73555.77;20/03/2025
DI1V27;01/10/2027;71121.0;20/03/2025
DI1F28;03/01/2028;68855.29;20/03/2025
DI1J28;03/04/2028;66602.66;20/03/2025
DI1N28;03/07/2028;64461.38;20/03/2025
DI1V28;02/10/2028;62266.74;20/03/2025
DI1F29;02/01/2029;60295.07;20/03/2025
DI1J29;02/04/2029;58351.63;20/03/2025
DI1N29;02/07/2029;56356.94;20/03/2025
DI1V29;01/10/2029;54409.11;20/03/2025
DI1F30;02/01/2030;52583.96;20/03/2025
DI1N30;01/07/2030;49157.44;20/03/2025
DI1F31;02/01/2031;45785.62;20/03/2025
DI1F32;02/01/2032;39815.16;20/03/2025
DI1F33;03/01/2033;34793.28;20/03/2025
DI1F34;02/01/2034;30464.72;20/03/2025
DI1F35;02/01/2035;26669.7;20/03/2025
DI1F36;02/01/2036;23467.65;20/03/2025
DI1F37;02/01/2037;20579.58;20/03/2025
DI1F38;04/01/2038;18147.83;20/03/2025
DI1F39;03/01/2039;15680.8;20/03/2025
DI1F40;02/01/2040;13843.0;20/03/2025
DI1J25;01/04/2025;99632.91;21/03/2025
DI1K25;02/05/2025;98591.58;21/03/2025
DI1M25;02/06/2025;97477.04;21/03/2025
DI1N25;01/07/2025;96412.62;21/03/2025
DI1Q25;01/08/2025;95185.39;21/03/2025
DI1U25;01/09/2025;94074.48;21/03/2025
DI1V25;01/10/2025;92921.9;21/03/2025
DI1X25;03/11/2025;91731.02;21/03/2025
DI1Z25;01/12/2025;90759.66;21/03/2025
DI1F26;02/01/2026;89630.18;21/03/2025
DI1G26;02/02/2026;88574.05;21/03/2025
DI1H26;02/03/2026;87683.66;21/03/2025
DI1J26;01/04/2026;86618.04;21/03/2025
DI1N26;01/07/2026;83777.93;21/03/2025
DI1V26;01/10/2026;80935.48;21/03/2025
DI1F27;04/01/2027;78325.41;21/03/2025
DI1J27;01/04/2027;75866.46;21/03/2025
DI1N27;01/07/2027;73408.17;21/03/2025
DI1V27;01/10/2027;70954.31;21/03/2025
DI1F28;03/01/2028;68655.76;21/03/2025
DI1J28;03/04/2028;66422.27;21/03/2025
DI1N28;03/07/2028;64257.28;21/03/2025
DI1V28;02/10/2028;62053.66;21/03/2025
DI1F29;02/01/2029;60086.41;21/03/2025
DI1J29;02/04/2029;58130.66;21/03/2025
DI1N29;02/07/2029;56157.58;21/03/2025
DI1V29;01/10/2029;54180.1;21/03/2025
DI1F30;02/01/2030;52394.88;21/03/2025
DI1N30;01/07/2030;48935.36;21/03/2025
DI1F31;02/01/2031;45588.25;21/03/2025
DI1F32;02/01/2032;39684.77;21/03/2025
DI1F33;03/01/2033;34647.92;21/03/2025
DI1F34;02/01/2034;30314.28;21/03/2025
DI1F35;02/01/2035;26512.58;21/03/2025
DI1F36;02/01/2036;23120.85;21/03/2025
DI1F37;02/01/2037;20062.74;21/03/2025
DI1F38;04/01/2038;17653.0;21/03/2025
DI1F39;03/01/2039;15220.05;21/03/2025
DI1F40;02/01/2040;13406.29;21/03/2025
DI1J25;01/04/2025;99685.27;24/03/2025
DI1K25;02/05/2025;98643.3;24/03/2025
DI1M25;02/06/2025;97528.15;24/03/2025
DI1N25;01/07/2025;96461.52;24/03/2025
DI1Q25;01/08/2025;95231.68;24/03/2025
DI1U25;01/09/2025;94113.88;24/03/2025
DI1V25;01/10/2025;92951.03;24/03/2025
DI1X25;03/11/2025;91752.78;24/03/2025
DI1Z25;01/12/2025;90771.81;24/03/2025
DI1F26;02/01/2026;89635.25;24/03/2025
DI1G26;02/02/2026;88567.83;24/03/2025
DI1H26;02/03/2026;87669.48;24/03/2025
DI1J26;01/04/2026;86598.25;24/03/2025
DI1N26;01/07/2026;83732.99;24/03/2025
DI1V26;01/10/2026;80850.13;24/03/2025
DI1F27;04/01/2027;78219.8;24/03/2025
DI1J27;01/04/2027;75740.66;24/03/2025
DI1N27;01/07/2027;73258.84;24/03/2025
DI1V27;01/10/2027;70779.56;24/03/2025
DI1F28;03/01/2028;68472.63;24/03/2025
DI1J28;03/04/2028;66210.06;24/03/2025
DI1N28;03/07/2028;64063.76;24/03/2025
DI1V28;02/10/2028;61861.07;24/03/2025
DI1F29;02/01/2029;59904.7;24/03/2025
DI1J29;02/04/2029;57947.6;24/03/2025
DI1N29;02/07/2029;55955.43;24/03/2025
DI1V29;01/10/2029;54020.49;24/03/2025
DI1F30;02/01/2030;52222.13;24/03/2025
DI1N30;01/07/2030;48814.85;24/03/2025
DI1F31;02/01/2031;45437.63;24/03/2025
DI1F32;02/01/2032;39569.01;24/03/2025
DI1F33;03/01/2033;34529.04;24/03/2025
DI1F34;02/01/2034;30215.41;24/03/2025
DI1F35;02/01/2035;26434.92;24/03/2025
DI1F36;02/01/2036;23045.02;24/03/2025
DI1F37;02/01/2037;19989.82;24/03/2025
DI1F38;04/01/2038;17766.6;24/03/2025
DI1F39;03/01/2039;15325.02;24/03/2025
DI1F40;02/01/2040;13541.39;24/03/2025
DI1J25;01/04/2025;99737.65;25/03/2025
DI1K25;02/05/2025;98695.22;25/03/2025
DI1M25;02/06/2025;97577.45;25/03/2025
DI1N25;01/07/2025;96506.12;25/03/2025
DI1Q25;01/08/2025;95267.84;25/03/2025
DI1U25;01/09/2025;94141.35;25/03/2025
DI1V25;01/10/2025;92968.22;25/03/2025
DI1X25;03/11/2025;91763.65;25/03/2025
DI1Z25;01/12/2025;90774.62;25/03/2025
DI1F26;02/01/2026;89628.7;25/03/2025
DI1G26;02/02/2026;88558.18;25/03/2025
DI1H26;02/03/2026;87651.62;25/03/2025
DI1J26;01/04/2026;86569.09;25/03/2025
DI1N26;01/07/2026;83671.3;25/03/2025
DI1V26;01/10/2026;80757.14;25/03/2025
DI1F27;04/01/2027;78092.37;25/03/2025
DI1J27;01/04/2027;75594.83;25/03/2025
DI1N27;01/07/2027;73104.96;25/03/2025
DI1V27;01/10/2027;70633.98;25/03/2025
DI1F28;03/01/2028;68300.73;25/03/2025
DI1J28;03/04/2028;66051.46;25/03/2025
DI1N28;03/07/2028;63887.94;25/03/2025
DI1V28;02/10/2028;61700.0;25/03/2025
DI1F29;02/01/2029;59747.6;25/03/2025
DI1J29;02/04/2029;57811.94;25/03/2025
DI1N29;02/07/2029;55830.91;25/03/2025
DI1V29;01/10/2029;53895.57;25/03/2025
DI1F30;02/01/2030;52044.01;25/03/2025
DI1N30;01/07/2030;48646.23;25/03/2025
DI1F31;02/01/2031;45285.61;25/03/2025
DI1F32;02/01/2032;39421.43;25/03/2025
DI1F33;03/01/2033;34378.33;25/03/2025
DI1F34;02/01/2034;30064.37;25/03/2025
DI1F35;02/01/2035;26281.83;25/03/2025
DI1F36;02/01/2036;23027.46;25/03/2025
DI1F37;02/01/2037;20041.58;25/03/2025
DI1F38;04/01/2038;17815.63;25/03/2025
DI1F39;03/01/2039;15370.01;25/03/2025
DI1F40;02/01/2040;13583.49;25/03/2025
DI1J25;01/04/2025;99790.08;26/03/2025
DI1K25;02/05/2025;98747.0;26/03/2025
DI1M25;02/06/2025;97628.27;26/03/2025
DI1N25;01/07/2025;96557.7;26/03/2025
DI1Q25;01/08/2025;95318.3;26/03/2025
DI1U25;01/09/2025;94187.0;26/03/2025
DI1V25;01/10/2025;93009.91;26/03/2025
DI1X25;03/11/2025;91797.47;26/03/2025
DI1Z25;01/12/2025;90807.25;26/03/2025
DI1F26;02/01/2026;89657.09;26/03/2025
DI1G26;02/02/2026;88577.46;26/03/2025
DI1H26;02/03/2026;87668.28;26/03/2025
DI1J26;01/04/2026;86576.45;26/03/2025
DI1N26;01/07/2026;83650.61;26/03/2025
DI1V26;01/10/2026;80712.91;26/03/2025
DI1F27;04/01/2027;78015.05;26/03/2025
DI1J27;01/04/2027;75490.91;26/03/2025
DI1N27;01/07/2027;72959.45;26/03/2025
DI1V27;01/10/2027;70440.27;26/03/2025
DI1F28;03/01/2028;68105.57;26/03/2025
DI1J28;03/04/2028;65826.69;26/03/2025
DI1N28;03/07/2028;63653.87;26/03/2025
DI1V28;02/10/2028;61434.93;26/03/2025
DI1F29;02/01/2029;59467.36;26/03/2025
DI1J29;02/04/2029;57511.23;26/03/2025
DI1N29;02/07/2029;55520.49;26/03/2025
DI1V29;01/10/2029;53565.83;26/03/2025
DI1F30;02/01/2030;51758.24;26/03/2025
DI1N30;01/07/2030;48346.73;26/03/2025
DI1F31;02/01/2031;44966.01;26/03/2025
DI1F32;02/01/2032;39091.16;26/03/2025
DI1F33;03/01/2033;34067.76;26/03/2025
DI1F34;02/01/2034;29762.47;26/03/2025
DI1F35;02/01/2035;25969.1;26/03/2025
DI1F36;02/01/2036;22741.29;26/03/2025
DI1F37;02/01/2037;19768.34;26/03/2025
DI1F38;04/01/2038;17551.09;26/03/2025
DI1F39;03/01/2039;15123.65;26/03/2025
DI1F40;02/01/2040;13349.28;26/03/2025
DI1J25;01/04/2025;99842.56;27/03/2025
DI1K25;02/05/2025;98798.82;27/03/2025
DI1M25;02/06/2025;97682.75;27/03/2025
DI1N25;01/07/2025;96614.68;27/03/2025
DI1Q25;01/08/2025;95382.59;27/03/2025
DI1U25;01/09/2025;94262.68;27/03/2025
DI1V25;01/10/2025;93097.31;27/03/2025
DI1X25;03/11/2025;91899.93;27/03/2025
DI1Z25;01/12/2025;90917.74;27/03/2025
DI1F26;02/01/2026;89781.13;27/03/2025
DI1G26;02/02/2026;88719.87;27/03/2025
DI1H26;02/03/2026;87820.49;27/03/2025
DI1J26;01/04/2026;86746.32;27/03/2025
DI1N26;01/07/2026;83870.17;27/03/2025
DI1V26;01/10/2026;80986.64;27/03/2025
DI1F27;04/01/2027;78331.18;27/03/2025
DI1J27;01/04/2027;75831.27;27/03/2025
DI1N27;01/07/2027;73323.16;27/03/2025
DI1V27;01/10/2027;70822.73;27/03/2025
DI1F28;03/01/2028;68477.39;27/03/2025
DI1J28;03/04/2028;66198.16;27/03/2025
DI1N28;03/07/2028;64033.83;27/03/2025
DI1V28;02/10/2028;61810.79;27/03/2025
DI1F29;02/01/2029;59836.22;27/03/2025
DI1J29;02/04/2029;57869.0;27/03/2025
DI1N29;02/07/2029;55875.4;27/03/2025
DI1V29;01/10/2029;53910.21;27/03/2025
DI1F30;02/01/2030;52103.17;27/03/2025
DI1N30;01/07/2030;48657.52;27/03/2025
DI1F31;02/01/2031;45285.58;27/03/2025
DI1F32;02/01/2032;39374.66;27/03/2025
DI1F33;03/01/2033;34323.51;27/03/2025
DI1F34;02/01/2034;29994.49;27/03/2025
DI1F35;02/01/2035;26184.01;27/03/2025
DI1F36;02/01/2036;22949.63;27/03/2025
DI1F37;02/01/2037;19965.49;27/03/2025
DI1F38;04/01/2038;17740.33;27/03/2025
DI1F39;03/01/2039;15298.84;27/03/2025
DI1F40;02/01/2040;13514.79;27/03/2025
DI1J25;01/04/2025;99895.01;28/03/2025
DI1K25;02/05/2025;98850.67;28/03/2025
DI1M25;02/06/2025;97731.89;28/03/2025
DI1N25;01/07/2025;96661.41;28/03/2025
DI1Q25;01/08/2025;95420.24;28/03/2025
DI1U25;01/09/2025;94289.16;28/03/2025
DI1V25;01/10/2025;93117.84;28/03/2025
DI1X25;03/11/2025;91912.58;28/03/2025
DI1Z25;01/12/2025;90920.87;28/03/2025
DI1F26;02/01/2026;89781.42;28/03/2025
DI1G26;02/02/2026;88706.42;28/03/2025
DI1H26;02/03/2026;87802.03;28/03/2025
DI1J26;01/04/2026;86719.51;28/03/2025
DI1N26;01/07/2026;83813.05;28/03/2025
DI1V26;01/10/2026;80886.09;28/03/2025
DI1F27;04/01/2027;78200.01;28/03/2025
DI1J27;01/04/2027;75690.42;28/03/2025
DI1N27;01/07/2027;73177.47;28/03/2025
DI1V27;01/10/2027;70671.97;28/03/2025
DI1F28;03/01/2028;68344.28;28/03/2025
DI1J28;03/04/2028;66069.97;28/03/2025
DI1N28;03/07/2028;63909.66;28/03/2025
DI1V28;02/10/2028;61692.12;28/03/2025
DI1F29;02/01/2029;59730.7;28/03/2025
DI1J29;02/04/2029;57758.31;28/03/2025
DI1N29;02/07/2029;55766.12;28/03/2025
DI1V29;01/10/2029;53811.45;28/03/2025
DI1F30;02/01/2030;52005.35;28/03/2025
DI1N30;01/07/2030;48529.85;28/03/2025
DI1F31;02/01/2031;45193.22;28/03/2025
DI1F32;02/01/2032;39306.52;28/03/2025
DI1F33;03/01/2033;34243.24;28/03/2025
DI1F34;02/01/2034;29933.56;28/03/2025
DI1F35;02/01/2035;26129.82;28/03/2025
DI1F36;02/01/2036;22864.0;28/03/2025
DI1F37;02/01/2037;19897.19;28/03/2025
DI1F38;04/01/2038;17601.31;28/03/2025
DI1F39;03/01/2039;15453.95;28/03/2025
DI1F40;02/01/2040;13537.7;28/03/2025
DI1J25;01/04/2025;99947.5;31/03/2025
DI1K25;02/05/2025;98902.77;31/03/2025
DI1M25;02/06/2025;97784.05;31/03/2025
DI1N25;01/07/2025;96716.43;31/03/2025
DI1Q25;01/08/2025;95484.06;31/03/2025
DI1U25;01/09/2025;94362.77;31/03/2025
DI1V25;01/10/2025;93199.4;31/03/2025
DI1X25;03/11/2025;92000.98;31/03/2025
DI1Z25;01/12/2025;91018.99;31/03/2025
DI1F26;02/01/2026;89886.32;31/03/2025
DI1G26;02/02/2026;88820.66;31/03/2025
DI1H26;02/03/2026;87919.85;31/03/2025
DI1J26;01/04/2026;86843.11;31/03/2025
DI1N26;01/07/2026;83954.5;31/03/2025
DI1V26;01/10/2026;81047.71;31/03/2025
DI1F27;04/01/2027;78380.58;31/03/2025
DI1J27;01/04/2027;75889.77;31/03/2025
DI1N27;01/07/2027;73382.14;31/03/2025
DI1V27;01/10/2027;70883.26;31/03/2025
DI1F28;03/01/2028;68568.57;31/03/2025
DI1J28;03/04/2028;66287.66;31/03/2025
DI1N28;03/07/2028;64125.37;31/03/2025
DI1V28;02/10/2028;61895.21;31/03/2025
DI1F29;02/01/2029;59915.14;31/03/2025
DI1J29;02/04/2029;57934.16;31/03/2025
DI1N29;02/07/2029;55938.5;31/03/2025
DI1V29;01/10/2029;53967.09;31/03/2025
DI1F30;02/01/2030;52164.53;31/03/2025
DI1N30;01/07/2030;48691.03;31/03/2025
DI1F31;02/01/2031;45310.51;31/03/2025
DI1F32;02/01/2032;39376.51;31/03/2025
DI1F33;03/01/2033;34310.48;31/03/2025
DI1F34;02/01/2034;29981.83;31/03/2025
DI1F35;02/01/2035;26161.84;31/03/2025
DI1F36;02/01/2036;22914.89;31/03/2025
DI1F37;02/01/2037;19944.62;31/03/2025
DI1F38;04/01/2038;17645.97;31/03/2025
DI1F39;03/01/2039;15495.57;31/03/2025
DI1F40;02/01/2040;13576.27;31/03/2025
DI1J25;01/04/2025;100000.0;01/04/2025
DI1K25;02/05/2025;98954.74;01/04/2025
DI1M25;02/06/2025;97836.1;01/04/2025
DI1N25;01/07/2025;96768.73;01/04/2025
DI1Q25;01/08/2025;95537.93;01/04/2025
DI1U25;01/09/2025;94418.21;01/04/2025
DI1V25;01/10/2025;93259.69;01/04/2025
DI1X25;03/11/2025;92065.14;01/04/2025
