Ticker;Maturity;AdjstdQt;Data_Referencia
DI1V22;03/10/2022;92606.58;31/01/2022
DI1X22;01/11/2022;91717.69;31/01/2022
DI1Z22;01/12/2022;90860.93;31/01/2022
DI1F23;02/01/2023;89945.23;31/01/2022
DI1J23;03/04/2023;87396.57;31/01/2022
DI1N23;03/07/2023;85024.93;31/01/2022
DI1V23;02/10/2023;82825.73;31/01/2022
DI1F24;02/01/2024;80921.31;31/01/2022
DI1J24;01/04/2024;78947.64;31/01/2022
DI1N24;01/07/2024;77060.26;31/01/2022
DI1V24;01/10/2024;75043.63;31/01/2022
DI1F25;02/01/2025;73268.05;31/01/2022
DI1J25;01/04/2025;71438.85;31/01/2022
DI1N25;01/07/2025;69720.99;31/01/2022
DI1V25;01/10/2025;67715.24;31/01/2022
DI1F26;02/01/2026;66039.74;31/01/2022
DI1J26;01/04/2026;64173.14;31/01/2022
DI1N26;01/07/2026;62453.4;31/01/2022
DI1V26;01/10/2026;60804.68;31/01/2022
DI1F27;04/01/2027;59333.59;31/01/2022
DI1F28;03/01/2028;53200.78;31/01/2022
DI1F29;02/01/2029;47661.86;31/01/2022
DI1F30;02/01/2030;42885.71;31/01/2022
DI1F31;02/01/2031;38457.04;31/01/2022
DI1F33;03/01/2033;30942.86;31/01/2022
DI1F35;02/01/2035;24874.72;31/01/2022
DI1F36;02/01/2036;22301.88;31/01/2022
DI1F37;02/01/2037;19790.68;31/01/2022
DI1G22;01/02/2022;100000.0;01/02/2022
DI1H22;02/03/2022;99252.46;01/02/2022
DI1J22;01/04/2022;98329.39;01/02/2022
DI1K22;02/05/2022;97497.79;01/02/2022
DI1M22;01/06/2022;96505.83;01/02/2022
DI1N22;01/07/2022;95562.55;01/02/2022
DI1Q22;01/08/2022;94627.71;01/02/2022
DI1U22;01/09/2022;93595.63;01/02/2022
DI1V22;03/10/2022;92676.23;01/02/2022
DI1X22;01/11/2022;91799.94;01/02/2022
DI1Z22;01/12/2022;90957.46;01/02/2022
DI1F23;02/01/2023;90059.72;01/02/2022
DI1G23;01/02/2023;89181.4;01/02/2022
DI1J23;03/04/2023;87547.26;01/02/2022
DI1N23;03/07/2023;85218.45;01/02/2022
DI1V23;02/10/2023;83047.4;01/02/2022
DI1F24;02/01/2024;81170.87;01/02/2022
DI1J24;01/04/2024;79240.49;01/02/2022
DI1N24;01/07/2024;77367.22;01/02/2022
DI1V24;01/10/2024;75375.39;01/02/2022
DI1F25;02/01/2025;73625.82;01/02/2022
DI1J25;01/04/2025;71795.95;01/02/2022
DI1N25;01/07/2025;70074.82;01/02/2022
DI1V25;01/10/2025;68092.21;01/02/2022
DI1F26;02/01/2026;66440.86;01/02/2022
DI1J26;01/04/2026;64561.19;01/02/2022
DI1N26;01/07/2026;63000.94;01/02/2022
DI1V26;01/10/2026;61162.36;01/02/2022
DI1F27;04/01/2027;59673.76;01/02/2022
DI1F28;03/01/2028;53591.72;01/02/2022
DI1F29;02/01/2029;47948.54;01/02/2022
DI1F30;02/01/2030;43040.9;01/02/2022
DI1F31;02/01/2031;38689.01;01/02/2022
DI1F33;03/01/2033;31229.8;01/02/2022
DI1F35;02/01/2035;25145.63;01/02/2022
DI1F36;02/01/2036;22562.83;01/02/2022
DI1F37;02/01/2037;20038.45;01/02/2022
DI1H22;02/03/2022;99285.89;02/02/2022
DI1J22;01/04/2022;98364.73;02/02/2022
DI1K22;02/05/2022;97534.87;02/02/2022
DI1M22;01/06/2022;96549.09;02/02/2022
DI1N22;01/07/2022;95606.4;02/02/2022
DI1Q22;01/08/2022;94674.82;02/02/2022
DI1U22;01/09/2022;93646.5;02/02/2022
DI1V22;03/10/2022;92731.9;02/02/2022
DI1X22;01/11/2022;91856.92;02/02/2022
DI1Z22;01/12/2022;91015.58;02/02/2022
DI1F23;02/01/2023;90118.98;02/02/2022
DI1G23;01/02/2023;89242.54;02/02/2022
DI1J23;03/04/2023;87612.36;02/02/2022
DI1N23;03/07/2023;85342.3;02/02/2022
DI1V23;02/10/2023;83216.0;02/02/2022
DI1F24;02/01/2024;81392.89;02/02/2022
DI1J24;01/04/2024;79495.65;02/02/2022
DI1N24;01/07/2024;77608.17;02/02/2022
DI1V24;01/10/2024;75619.7;02/02/2022
DI1F25;02/01/2025;73868.83;02/02/2022
DI1J25;01/04/2025;72070.62;02/02/2022
DI1N25;01/07/2025;70382.81;02/02/2022
DI1V25;01/10/2025;68374.21;02/02/2022
DI1F26;02/01/2026;66691.21;02/02/2022
DI1J26;01/04/2026;64832.46;02/02/2022
DI1N26;01/07/2026;63294.61;02/02/2022
DI1V26;01/10/2026;61480.75;02/02/2022
DI1F27;04/01/2027;60015.71;02/02/2022
DI1F28;03/01/2028;53956.81;02/02/2022
DI1F29;02/01/2029;48356.52;02/02/2022
DI1F30;02/01/2030;43457.44;02/02/2022
DI1F31;02/01/2031;39109.32;02/02/2022
DI1F32;02/01/2032;35171.31;02/02/2022
DI1F33;03/01/2033;31643.11;02/02/2022
DI1F35;02/01/2035;25537.47;02/02/2022
DI1F36;02/01/2036;22940.96;02/02/2022
DI1F37;02/01/2037;20398.09;02/02/2022
DI1H22;02/03/2022;99319.37;03/02/2022
DI1J22;01/04/2022;98404.46;03/02/2022
DI1K22;02/05/2022;97586.64;03/02/2022
DI1M22;01/06/2022;96621.22;03/02/2022
DI1N22;01/07/2022;95700.03;03/02/2022
DI1Q22;01/08/2022;94786.71;03/02/2022
DI1U22;01/09/2022;93780.19;03/02/2022
DI1V22;03/10/2022;92888.51;03/02/2022
DI1X22;01/11/2022;92035.61;03/02/2022
DI1Z22;01/12/2022;91218.59;03/02/2022
DI1F23;02/01/2023;90320.28;03/02/2022
DI1G23;01/02/2023;89453.22;03/02/2022
DI1J23;03/04/2023;87843.87;03/02/2022
DI1N23;03/07/2023;85599.44;03/02/2022
DI1V23;02/10/2023;83472.06;03/02/2022
DI1F24;02/01/2024;81635.77;03/02/2022
DI1J24;01/04/2024;79755.7;03/02/2022
DI1N24;01/07/2024;77882.85;03/02/2022
DI1V24;01/10/2024;75882.49;03/02/2022
DI1F25;02/01/2025;74112.26;03/02/2022
DI1J25;01/04/2025;72304.97;03/02/2022
DI1N25;01/07/2025;70605.49;03/02/2022
DI1V25;01/10/2025;68582.59;03/02/2022
DI1F26;02/01/2026;66883.31;03/02/2022
DI1J26;01/04/2026;65031.63;03/02/2022
DI1N26;01/07/2026;63503.91;03/02/2022
DI1V26;01/10/2026;61619.66;03/02/2022
DI1F27;04/01/2027;60080.28;03/02/2022
DI1F28;03/01/2028;53950.58;03/02/2022
DI1F29;02/01/2029;48316.91;03/02/2022
DI1F30;02/01/2030;43368.06;03/02/2022
DI1F31;02/01/2031;38969.83;03/02/2022
DI1F32;02/01/2032;34983.4;03/02/2022
DI1F33;03/01/2033;31409.52;03/02/2022
DI1F35;02/01/2035;25312.92;03/02/2022
DI1F36;02/01/2036;22723.06;03/02/2022
DI1F37;02/01/2037;20189.92;03/02/2022
DI1H22;02/03/2022;99359.17;04/02/2022
DI1J22;01/04/2022;98443.18;04/02/2022
DI1K22;02/05/2022;97622.59;04/02/2022
DI1M22;01/06/2022;96657.3;04/02/2022
DI1N22;01/07/2022;95729.77;04/02/2022
DI1Q22;01/08/2022;94812.02;04/02/2022
DI1U22;01/09/2022;93800.16;04/02/2022
DI1V22;03/10/2022;92902.61;04/02/2022
DI1X22;01/11/2022;92042.87;04/02/2022
DI1Z22;01/12/2022;91217.52;04/02/2022
DI1F23;02/01/2023;90309.74;04/02/2022
DI1G23;01/02/2023;89430.71;04/02/2022
DI1J23;03/04/2023;87795.4;04/02/2022
DI1N23;03/07/2023;85520.01;04/02/2022
DI1V23;02/10/2023;83345.86;04/02/2022
DI1F24;02/01/2024;81456.13;04/02/2022
DI1J24;01/04/2024;79502.48;04/02/2022
DI1N24;01/07/2024;77590.46;04/02/2022
DI1V24;01/10/2024;75553.55;04/02/2022
DI1F25;02/01/2025;73746.98;04/02/2022
DI1J25;01/04/2025;71896.04;04/02/2022
DI1N25;01/07/2025;70151.63;04/02/2022
DI1V25;01/10/2025;68090.38;04/02/2022
DI1F26;02/01/2026;66348.54;04/02/2022
DI1J26;01/04/2026;64459.32;04/02/2022
DI1N26;01/07/2026;62888.42;04/02/2022
DI1V26;01/10/2026;60963.78;04/02/2022
DI1F27;04/01/2027;59381.56;04/02/2022
DI1F28;03/01/2028;53066.05;04/02/2022
DI1F29;02/01/2029;47449.44;04/02/2022
DI1F30;02/01/2030;42446.18;04/02/2022
DI1F31;02/01/2031;38004.78;04/02/2022
DI1F32;02/01/2032;34003.87;04/02/2022
DI1F33;03/01/2033;30426.41;04/02/2022
DI1F35;02/01/2035;24377.29;04/02/2022
DI1F36;02/01/2036;21819.11;04/02/2022
DI1F37;02/01/2037;19329.61;04/02/2022
DI1H22;02/03/2022;99399.2;07/02/2022
DI1J22;01/04/2022;98482.8;07/02/2022
DI1K22;02/05/2022;97661.08;07/02/2022
DI1M22;01/06/2022;96691.39;07/02/2022
DI1N22;01/07/2022;95769.88;07/02/2022
DI1Q22;01/08/2022;94854.98;07/02/2022
DI1U22;01/09/2022;93847.1;07/02/2022
DI1V22;03/10/2022;92954.88;07/02/2022
DI1X22;01/11/2022;92097.95;07/02/2022
DI1Z22;01/12/2022;91275.59;07/02/2022
DI1F23;02/01/2023;90372.01;07/02/2022
DI1G23;01/02/2023;89498.38;07/02/2022
DI1J23;03/04/2023;87875.32;07/02/2022
DI1N23;03/07/2023;85621.9;07/02/2022
DI1V23;02/10/2023;83480.66;07/02/2022
DI1F24;02/01/2024;81629.21;07/02/2022
DI1J24;01/04/2024;79691.62;07/02/2022
DI1N24;01/07/2024;77797.71;07/02/2022
DI1V24;01/10/2024;75783.04;07/02/2022
DI1F25;02/01/2025;73999.14;07/02/2022
DI1J25;01/04/2025;72164.05;07/02/2022
DI1N25;01/07/2025;70437.53;07/02/2022
DI1V25;01/10/2025;68387.24;07/02/2022
DI1F26;02/01/2026;66656.38;07/02/2022
DI1J26;01/04/2026;64777.72;07/02/2022
DI1N26;01/07/2026;63218.23;07/02/2022
DI1V26;01/10/2026;61305.92;07/02/2022
DI1F27;04/01/2027;59734.11;07/02/2022
DI1F28;03/01/2028;53426.63;07/02/2022
DI1F29;02/01/2029;47734.16;07/02/2022
DI1F30;02/01/2030;42704.91;07/02/2022
DI1F31;02/01/2031;38233.55;07/02/2022
DI1F32;02/01/2032;34230.11;07/02/2022
DI1F33;03/01/2033;30648.07;07/02/2022
DI1F35;02/01/2035;24585.45;07/02/2022
DI1F36;02/01/2036;22019.11;07/02/2022
DI1F37;02/01/2037;19519.06;07/02/2022
DI1H22;02/03/2022;99439.15;08/02/2022
DI1J22;01/04/2022;98523.5;08/02/2022
DI1K22;02/05/2022;97702.75;08/02/2022
DI1M22;01/06/2022;96725.95;08/02/2022
DI1N22;01/07/2022;95790.01;08/02/2022
DI1Q22;01/08/2022;94860.27;08/02/2022
DI1U22;01/09/2022;93833.01;08/02/2022
DI1V22;03/10/2022;92918.42;08/02/2022
DI1X22;01/11/2022;92049.0;08/02/2022
DI1Z22;01/12/2022;91212.75;08/02/2022
DI1F23;02/01/2023;90293.69;08/02/2022
DI1G23;01/02/2023;89409.24;08/02/2022
DI1J23;03/04/2023;87766.75;08/02/2022
DI1N23;03/07/2023;85485.14;08/02/2022
DI1V23;02/10/2023;83293.15;08/02/2022
DI1F24;02/01/2024;81416.42;08/02/2022
DI1J24;01/04/2024;79474.95;08/02/2022
DI1N24;01/07/2024;77581.62;08/02/2022
DI1V24;01/10/2024;75545.55;08/02/2022
DI1F25;02/01/2025;73741.39;08/02/2022
DI1J25;01/04/2025;71893.21;08/02/2022
DI1N25;01/07/2025;70156.75;08/02/2022
DI1V25;01/10/2025;68087.27;08/02/2022
DI1F26;02/01/2026;66334.18;08/02/2022
DI1J26;01/04/2026;64448.83;08/02/2022
DI1N26;01/07/2026;62884.27;08/02/2022
DI1V26;01/10/2026;60967.1;08/02/2022
DI1F27;04/01/2027;59392.65;08/02/2022
DI1F28;03/01/2028;53055.33;08/02/2022
DI1F29;02/01/2029;47344.19;08/02/2022
DI1F30;02/01/2030;42303.6;08/02/2022
DI1F31;02/01/2031;37826.67;08/02/2022
DI1F32;02/01/2032;33688.99;08/02/2022
DI1F33;03/01/2033;29982.14;08/02/2022
DI1F35;02/01/2035;23953.37;08/02/2022
DI1F36;02/01/2036;21409.31;08/02/2022
DI1F37;02/01/2037;18939.59;08/02/2022
DI1H22;02/03/2022;99478.92;09/02/2022
DI1J22;01/04/2022;98562.49;09/02/2022
DI1K22;02/05/2022;97741.4;09/02/2022
DI1M22;01/06/2022;96761.23;09/02/2022
DI1N22;01/07/2022;95817.2;09/02/2022
DI1Q22;01/08/2022;94876.52;09/02/2022
DI1U22;01/09/2022;93835.22;09/02/2022
DI1V22;03/10/2022;92904.33;09/02/2022
DI1X22;01/11/2022;92021.91;09/02/2022
DI1Z22;01/12/2022;91170.64;09/02/2022
DI1F23;02/01/2023;90234.52;09/02/2022
DI1G23;01/02/2023;89338.53;09/02/2022
DI1J23;03/04/2023;87672.9;09/02/2022
DI1N23;03/07/2023;85344.61;09/02/2022
DI1V23;02/10/2023;83120.85;09/02/2022
DI1F24;02/01/2024;81212.44;09/02/2022
DI1J24;01/04/2024;79317.4;09/02/2022
DI1N24;01/07/2024;77408.42;09/02/2022
DI1V24;01/10/2024;75452.47;09/02/2022
DI1F25;02/01/2025;73638.35;09/02/2022
DI1J25;01/04/2025;71832.28;09/02/2022
DI1N25;01/07/2025;70100.93;09/02/2022
DI1V25;01/10/2025;68060.25;09/02/2022
DI1F26;02/01/2026;66338.72;09/02/2022
DI1J26;01/04/2026;64523.93;09/02/2022
DI1N26;01/07/2026;63034.59;09/02/2022
DI1V26;01/10/2026;61132.75;09/02/2022
DI1F27;04/01/2027;59574.45;09/02/2022
DI1F28;03/01/2028;53302.63;09/02/2022
DI1F29;02/01/2029;47657.3;09/02/2022
DI1F30;02/01/2030;42606.2;09/02/2022
DI1F31;02/01/2031;38114.67;09/02/2022
DI1F32;02/01/2032;33972.91;09/02/2022
DI1F33;03/01/2033;30466.06;09/02/2022
DI1F35;02/01/2035;24409.17;09/02/2022
DI1F36;02/01/2036;21847.68;09/02/2022
DI1F37;02/01/2037;19355.08;09/02/2022
DI1H22;02/03/2022;99519.07;10/02/2022
DI1J22;01/04/2022;98601.36;10/02/2022
DI1K22;02/05/2022;97779.06;10/02/2022
DI1M22;01/06/2022;96794.12;10/02/2022
DI1N22;01/07/2022;95844.72;10/02/2022
DI1Q22;01/08/2022;94895.19;10/02/2022
DI1U22;01/09/2022;93842.69;10/02/2022
DI1V22;03/10/2022;92898.92;10/02/2022
DI1X22;01/11/2022;92009.78;10/02/2022
DI1Z22;01/12/2022;91152.12;10/02/2022
DI1F23;02/01/2023;90208.37;10/02/2022
DI1G23;01/02/2023;89302.13;10/02/2022
DI1J23;03/04/2023;87615.64;10/02/2022
DI1N23;03/07/2023;85252.62;10/02/2022
DI1V23;02/10/2023;83013.01;10/02/2022
DI1F24;02/01/2024;81091.76;10/02/2022
DI1J24;01/04/2024;79168.59;10/02/2022
DI1N24;01/07/2024;77228.35;10/02/2022
DI1V24;01/10/2024;75249.86;10/02/2022
DI1F25;02/01/2025;73412.27;10/02/2022
DI1J25;01/04/2025;71586.55;10/02/2022
DI1N25;01/07/2025;69833.76;10/02/2022
DI1V25;01/10/2025;67822.99;10/02/2022
DI1F26;02/01/2026;66135.01;10/02/2022
DI1J26;01/04/2026;64309.66;10/02/2022
DI1N26;01/07/2026;62808.73;10/02/2022
DI1V26;01/10/2026;60894.6;10/02/2022
DI1F27;04/01/2027;59325.83;10/02/2022
DI1F28;03/01/2028;53100.73;10/02/2022
DI1F29;02/01/2029;47414.28;10/02/2022
DI1F30;02/01/2030;42370.18;10/02/2022
DI1F31;02/01/2031;37889.67;10/02/2022
DI1F32;02/01/2032;33778.1;10/02/2022
DI1F33;03/01/2033;30301.81;10/02/2022
DI1F35;02/01/2035;24251.78;10/02/2022
DI1F36;02/01/2036;21695.27;10/02/2022
DI1F37;02/01/2037;19209.81;10/02/2022
DI1H22;02/03/2022;99559.14;11/02/2022
DI1J22;01/04/2022;98639.42;11/02/2022
DI1K22;02/05/2022;97815.07;11/02/2022
DI1M22;01/06/2022;96827.26;11/02/2022
DI1N22;01/07/2022;95872.55;11/02/2022
DI1Q22;01/08/2022;94915.46;11/02/2022
DI1U22;01/09/2022;93853.9;11/02/2022
DI1V22;03/10/2022;92899.39;11/02/2022
DI1X22;01/11/2022;91997.12;11/02/2022
DI1Z22;01/12/2022;91123.97;11/02/2022
DI1F23;02/01/2023;90161.7;11/02/2022
DI1G23;01/02/2023;89239.54;11/02/2022
DI1J23;03/04/2023;87519.59;11/02/2022
DI1N23;03/07/2023;85094.07;11/02/2022
DI1V23;02/10/2023;82840.1;11/02/2022
DI1F24;02/01/2024;80911.3;11/02/2022
DI1J24;01/04/2024;78929.99;11/02/2022
DI1N24;01/07/2024;77082.24;11/02/2022
DI1V24;01/10/2024;75084.07;11/02/2022
DI1F25;02/01/2025;73225.69;11/02/2022
DI1J25;01/04/2025;71410.63;11/02/2022
DI1N25;01/07/2025;69673.72;11/02/2022
DI1V25;01/10/2025;67653.39;11/02/2022
DI1F26;02/01/2026;65955.59;11/02/2022
DI1J26;01/04/2026;64141.89;11/02/2022
DI1N26;01/07/2026;62655.58;11/02/2022
DI1V26;01/10/2026;60758.84;11/02/2022
DI1F27;04/01/2027;59208.33;11/02/2022
DI1F28;03/01/2028;53011.61;11/02/2022
DI1F29;02/01/2029;47289.13;11/02/2022
DI1F30;02/01/2030;42269.45;11/02/2022
DI1F31;02/01/2031;37816.04;11/02/2022
DI1F32;02/01/2032;33703.47;11/02/2022
DI1F33;03/01/2033;30167.99;11/02/2022
DI1F35;02/01/2035;24123.31;11/02/2022
DI1F36;02/01/2036;21570.8;11/02/2022
DI1F37;02/01/2037;19091.12;11/02/2022
DI1H22;02/03/2022;99599.21;14/02/2022
DI1J22;01/04/2022;98678.57;14/02/2022
DI1K22;02/05/2022;97852.9;14/02/2022
DI1M22;01/06/2022;96863.18;14/02/2022
DI1N22;01/07/2022;95903.9;14/02/2022
DI1Q22;01/08/2022;94943.85;14/02/2022
DI1U22;01/09/2022;93879.33;14/02/2022
DI1V22;03/10/2022;92921.28;14/02/2022
DI1X22;01/11/2022;92022.9;14/02/2022
DI1Z22;01/12/2022;91155.44;14/02/2022
DI1F23;02/01/2023;90200.26;14/02/2022
DI1G23;01/02/2023;89278.9;14/02/2022
DI1J23;03/04/2023;87560.54;14/02/2022
DI1N23;03/07/2023;85175.24;14/02/2022
DI1V23;02/10/2023;82869.76;14/02/2022
DI1F24;02/01/2024;80873.61;14/02/2022
DI1J24;01/04/2024;78872.96;14/02/2022
DI1N24;01/07/2024;77002.13;14/02/2022
DI1V24;01/10/2024;75014.43;14/02/2022
DI1F25;02/01/2025;73172.25;14/02/2022
DI1J25;01/04/2025;71355.39;14/02/2022
DI1N25;01/07/2025;69619.45;14/02/2022
DI1V25;01/10/2025;67616.43;14/02/2022
DI1F26;02/01/2026;65937.73;14/02/2022
DI1J26;01/04/2026;64126.61;14/02/2022
DI1N26;01/07/2026;62645.39;14/02/2022
DI1V26;01/10/2026;60752.08;14/02/2022
DI1F27;04/01/2027;59207.71;14/02/2022
DI1F28;03/01/2028;53034.37;14/02/2022
DI1F29;02/01/2029;47280.57;14/02/2022
DI1F30;02/01/2030;42243.29;14/02/2022
DI1F31;02/01/2031;37772.59;14/02/2022
DI1F32;02/01/2032;33658.78;14/02/2022
DI1F33;03/01/2033;30093.35;14/02/2022
DI1F35;02/01/2035;24050.87;14/02/2022
DI1F36;02/01/2036;21500.31;14/02/2022
DI1F37;02/01/2037;19023.7;14/02/2022
DI1H22;02/03/2022;99639.02;15/02/2022
DI1J22;01/04/2022;98720.04;15/02/2022
DI1K22;02/05/2022;97897.17;15/02/2022
DI1M22;01/06/2022;96907.95;15/02/2022
DI1N22;01/07/2022;95956.08;15/02/2022
DI1Q22;01/08/2022;94985.17;15/02/2022
DI1U22;01/09/2022;93938.23;15/02/2022
DI1V22;03/10/2022;93003.13;15/02/2022
DI1X22;01/11/2022;92109.63;15/02/2022
DI1Z22;01/12/2022;91253.99;15/02/2022
DI1F23;02/01/2023;90308.95;15/02/2022
DI1G23;01/02/2023;89399.19;15/02/2022
DI1J23;03/04/2023;87706.55;15/02/2022
DI1N23;03/07/2023;85333.99;15/02/2022
DI1V23;02/10/2023;83092.29;15/02/2022
DI1F24;02/01/2024;81098.62;15/02/2022
DI1J24;01/04/2024;79101.33;15/02/2022
DI1N24;01/07/2024;77231.07;15/02/2022
DI1V24;01/10/2024;75276.2;15/02/2022
DI1F25;02/01/2025;73468.21;15/02/2022
DI1J25;01/04/2025;71655.79;15/02/2022
DI1N25;01/07/2025;69922.52;15/02/2022
DI1V25;01/10/2025;67942.58;15/02/2022
DI1F26;02/01/2026;66288.08;15/02/2022
DI1J26;01/04/2026;64486.94;15/02/2022
DI1N26;01/07/2026;63016.64;15/02/2022
DI1V26;01/10/2026;61131.87;15/02/2022
DI1F27;04/01/2027;59596.61;15/02/2022
DI1F28;03/01/2028;53449.56;15/02/2022
DI1F29;02/01/2029;47709.7;15/02/2022
DI1F30;02/01/2030;42619.71;15/02/2022
DI1F31;02/01/2031;38089.84;15/02/2022
DI1F32;02/01/2032;33971.95;15/02/2022
DI1F33;03/01/2033;30400.54;15/02/2022
DI1F35;02/01/2035;24339.53;15/02/2022
DI1F36;02/01/2036;21777.67;15/02/2022
DI1F37;02/01/2037;19286.38;15/02/2022
DI1H22;02/03/2022;99679.18;16/02/2022
DI1J22;01/04/2022;98760.64;16/02/2022
DI1K22;02/05/2022;97937.76;16/02/2022
DI1M22;01/06/2022;96952.68;16/02/2022
DI1N22;01/07/2022;95997.11;16/02/2022
DI1Q22;01/08/2022;95033.75;16/02/2022
DI1U22;01/09/2022;93983.38;16/02/2022
DI1V22;03/10/2022;93043.26;16/02/2022
DI1X22;01/11/2022;92152.17;16/02/2022
DI1Z22;01/12/2022;91299.36;16/02/2022
DI1F23;02/01/2023;90357.79;16/02/2022
DI1G23;01/02/2023;89442.88;16/02/2022
DI1J23;03/04/2023;87738.47;16/02/2022
DI1N23;03/07/2023;85342.32;16/02/2022
DI1V23;02/10/2023;83085.73;16/02/2022
DI1F24;02/01/2024;81074.3;16/02/2022
DI1J24;01/04/2024;79091.77;16/02/2022
DI1N24;01/07/2024;77240.33;16/02/2022
DI1V24;01/10/2024;75273.38;16/02/2022
DI1F25;02/01/2025;73452.29;16/02/2022
DI1J25;01/04/2025;71646.25;16/02/2022
DI1N25;01/07/2025;69920.55;16/02/2022
DI1V25;01/10/2025;67953.77;16/02/2022
DI1F26;02/01/2026;66316.01;16/02/2022
DI1J26;01/04/2026;64516.61;16/02/2022
DI1N26;01/07/2026;63048.08;16/02/2022
DI1V26;01/10/2026;61167.89;16/02/2022
DI1F27;04/01/2027;59634.81;16/02/2022
DI1F28;03/01/2028;53584.95;16/02/2022
DI1F29;02/01/2029;47818.23;16/02/2022
DI1F30;02/01/2030;42773.22;16/02/2022
DI1F31;02/01/2031;38288.06;16/02/2022
DI1F32;02/01/2032;34182.26;16/02/2022
DI1F33;03/01/2033;30621.45;16/02/2022
DI1F35;02/01/2035;24546.9;16/02/2022
DI1F36;02/01/2036;21976.87;16/02/2022
DI1F37;02/01/2037;19475.02;16/02/2022
DI1H22;02/03/2022;99719.38;17/02/2022
DI1J22;01/04/2022;98799.87;17/02/2022
DI1K22;02/05/2022;97977.91;17/02/2022
DI1M22;01/06/2022;96992.54;17/02/2022
DI1N22;01/07/2022;96035.1;17/02/2022
DI1Q22;01/08/2022;95069.05;17/02/2022
DI1U22;01/09/2022;94019.54;17/02/2022
DI1V22;03/10/2022;93080.87;17/02/2022
DI1X22;01/11/2022;92185.57;17/02/2022
DI1Z22;01/12/2022;91327.01;17/02/2022
DI1F23;02/01/2023;90378.76;17/02/2022
DI1G23;01/02/2023;89465.34;17/02/2022
DI1J23;03/04/2023;87766.12;17/02/2022
DI1N23;03/07/2023;85335.37;17/02/2022
DI1V23;02/10/2023;83061.51;17/02/2022
DI1F24;02/01/2024;81030.16;17/02/2022
DI1J24;01/04/2024;79033.52;17/02/2022
DI1N24;01/07/2024;77136.21;17/02/2022
DI1V24;01/10/2024;75156.41;17/02/2022
DI1F25;02/01/2025;73323.46;17/02/2022
DI1J25;01/04/2025;71503.22;17/02/2022
DI1N25;01/07/2025;69761.27;17/02/2022
DI1V25;01/10/2025;67758.35;17/02/2022
DI1F26;02/01/2026;66079.43;17/02/2022
DI1J26;01/04/2026;64272.97;17/02/2022
DI1N26;01/07/2026;62796.53;17/02/2022
DI1V26;01/10/2026;60913.25;17/02/2022
DI1F27;04/01/2027;59374.21;17/02/2022
DI1F28;03/01/2028;53270.37;17/02/2022
DI1F29;02/01/2029;47575.06;17/02/2022
DI1F30;02/01/2030;42492.03;17/02/2022
DI1F31;02/01/2031;37972.13;17/02/2022
DI1F32;02/01/2032;33866.87;17/02/2022
DI1F33;03/01/2033;30309.05;17/02/2022
DI1F35;02/01/2035;24249.14;17/02/2022
DI1F36;02/01/2036;21689.13;17/02/2022
DI1F37;02/01/2037;19201.21;17/02/2022
DI1H22;02/03/2022;99759.29;18/02/2022
DI1J22;01/04/2022;98840.42;18/02/2022
DI1K22;02/05/2022;98016.5;18/02/2022
DI1M22;01/06/2022;97031.29;18/02/2022
DI1N22;01/07/2022;96079.34;18/02/2022
DI1Q22;01/08/2022;95117.6;18/02/2022
DI1U22;01/09/2022;94073.64;18/02/2022
DI1V22;03/10/2022;93141.52;18/02/2022
DI1X22;01/11/2022;92243.02;18/02/2022
DI1Z22;01/12/2022;91385.66;18/02/2022
DI1F23;02/01/2023;90438.03;18/02/2022
DI1G23;01/02/2023;89523.46;18/02/2022
DI1J23;03/04/2023;87819.91;18/02/2022
DI1N23;03/07/2023;85416.08;18/02/2022
DI1V23;02/10/2023;83149.5;18/02/2022
DI1F24;02/01/2024;81126.92;18/02/2022
DI1J24;01/04/2024;79135.3;18/02/2022
DI1N24;01/07/2024;77259.13;18/02/2022
DI1V24;01/10/2024;75285.65;18/02/2022
DI1F25;02/01/2025;73458.54;18/02/2022
DI1J25;01/04/2025;71629.5;18/02/2022
DI1N25;01/07/2025;69874.9;18/02/2022
DI1V25;01/10/2025;67879.54;18/02/2022
DI1F26;02/01/2026;66210.83;18/02/2022
DI1J26;01/04/2026;64392.9;18/02/2022
DI1N26;01/07/2026;62904.21;18/02/2022
DI1V26;01/10/2026;61004.8;18/02/2022
DI1F27;04/01/2027;59451.32;18/02/2022
DI1F28;03/01/2028;53265.14;18/02/2022
DI1F29;02/01/2029;47566.39;18/02/2022
DI1F30;02/01/2030;42510.46;18/02/2022
DI1F31;02/01/2031;38018.74;18/02/2022
DI1F32;02/01/2032;33926.48;18/02/2022
DI1F33;03/01/2033;30381.23;18/02/2022
DI1F35;02/01/2035;24259.77;18/02/2022
DI1F36;02/01/2036;21698.65;18/02/2022
DI1F37;02/01/2037;19209.69;18/02/2022
DI1H22;02/03/2022;99799.51;21/02/2022
DI1J22;01/04/2022;98878.74;21/02/2022
DI1K22;02/05/2022;98056.68;21/02/2022
DI1M22;01/06/2022;97071.33;21/02/2022
DI1N22;01/07/2022;96117.49;21/02/2022
DI1Q22;01/08/2022;95154.94;21/02/2022
DI1U22;01/09/2022;94109.9;21/02/2022
DI1V22;03/10/2022;93176.61;21/02/2022
DI1X22;01/11/2022;92280.48;21/02/2022
DI1Z22;01/12/2022;91426.63;21/02/2022
DI1F23;02/01/2023;90483.38;21/02/2022
